Data,Volume (hm³),Volume (%),Chuva (mm),Vazão natural (m³/s),Vazão a jusante (m³/s)
2020-03-13,610.89515,62.20472,0,30.282,2.35
2020-03-14,611.60208,62.2767,0,32.115,4.27
2020-03-15,612.19751,62.33733,6,32.321,4.35
2020-03-16,615.01273,62.624,14.7,57.819,4.35
2020-03-17,617.71616,62.89927,16.7,56.5,4.35
2020-03-18,620.06333,63.13828,0.8,51.634,4.35
2020-03-19,621.22737,63.25681,0,39.587,4.35
2020-03-20,623.50419,63.48864,14.1,52.644,3.7
2020-03-21,628.17427,63.96418,17.4,82.061,3.35
2020-03-22,629.87379,64.13723,0.1,45.936,3.35
2020-03-23,631.24467,64.27682,0,43.383,3.35
2020-03-24,631.00018,64.25193,0,25.773,3.35
2020-03-25,630.91542,64.2433,0,26.704,3.35
2020-03-26,630.68081,64.21941,0,24.795,3.35
2020-03-27,630.78784,64.23031,0.1,28.424,3.38
2020-03-28,630.21083,64.17155,0,21.74,4.85
2020-03-29,629.96328,64.14634,0,25.538,4.85
2020-03-30,631.07015,64.25905,11.6,39.401,4.85
2020-03-31,632.22631,64.37678,0.3,42.092,4.85
2020-04-01,631.64499,64.31758,0.1,22.485,4.85
2020-04-02,631.25828,64.27821,0,23.995,4.85
2020-04-03,631.05895,64.25791,0,26.934,4.85
2020-04-04,631.0716,64.2592,0.5,27.491,4.85
2020-04-05,630.76314,64.22779,0,23.558,4.85
2020-04-06,630.09344,64.1596,0,19.084,4.85
2020-04-07,629.82734,64.1325,0.3,25.415,4.85
2020-04-08,629.54261,64.10351,0.1,22.869,4.85
2020-04-09,629.21929,64.07059,0,23.743,6.32
2020-04-10,628.84512,64.03249,0,24.63,6.35
2020-04-11,628.05408,63.95194,0,18.891,6.35
2020-04-12,627.24273,63.86932,0,19.471,6.35
2020-04-13,625.94915,63.7376,0,13.085,6.35
2020-04-14,625.11036,63.65219,0,19.316,6.35
2020-04-15,623.9065,63.52961,1.1,14.614,6.35
2020-04-16,623.35401,63.47335,0,22.382,6.35
2020-04-17,622.3546,63.37159,0,17.352,5.75
2020-04-18,621.26662,63.2608,0,15.623,5.35
2020-04-19,620.54238,63.18706,0,19.883,5.35
2020-04-20,618.92801,63.02267,0,9.731,5.35
2020-04-21,618.03519,62.93176,0,17.832,5.35
2020-04-22,616.78066,62.80402,0,14.526,6.84
2020-04-23,615.64266,62.68814,0,16.628,6.85
2020-04-24,614.4568,62.56739,0,16.011,6.85
2020-04-25,613.62632,62.48282,0,20.615,6.85
2020-04-26,612.11505,62.32894,0,13.44,6.85
2020-04-27,610.88004,62.20318,0,15.941,6.85
2020-04-28,609.43876,62.05642,0.05,15.183,6.85
2020-04-29,608.05137,61.91515,0,14.526,6.85
2020-04-30,606.52368,61.75959,0,12.992,6.85
2020-05-01,606.11375,61.71785,0,18.93,6.57
2020-05-02,605.36344,61.64145,0,14.516,6.83
2020-05-03,604.46156,61.54962,0,11.65,6.85
2020-05-04,603.66341,61.46835,0,12.952,6.85
2020-05-05,602.81092,61.38154,0,11.513,6.85
2020-05-06,602.13088,61.31229,0,14.261,6.85
2020-05-07,601.5265,61.25075,3.7,15.593,6.85
2020-05-08,600.92489,61.18949,0,16.019,7.67
2020-05-09,599.61168,61.05578,0,10.557,8.35
2020-05-10,598.30844,60.92307,0,11.168,8.35
2020-05-11,596.90299,60.77996,0.1,8.304,8.35
2020-05-12,595.89084,60.6769,0.1,14.652,8.35
2020-05-13,594.86286,60.57222,0.1,13.935,8.35
2020-05-14,593.86163,60.47027,0,13.581,8.35
2020-05-15,593.24765,60.40776,2.3,17.769,8.35
2020-05-16,592.21008,60.3021,0,11.406,8.36
2020-05-17,591.11399,60.19049,0,16.008,9.09
2020-05-18,589.9144,60.06835,0.2,11.981,9.1
2020-05-19,588.78084,59.95292,0,13.439,9.1
2020-05-20,587.38162,59.81044,0.05,11.584,10.1
2020-05-21,586.0181,59.6716,0,11.765,10.1
2020-05-22,584.85599,59.55327,0,14.513,10.1
2020-05-23,584.08022,59.47428,4.1,18.555,10.1
2020-05-24,582.93793,59.35796,0.8,11.04,10.1
2020-05-25,581.8737,59.2496,0,10.517,10.1
2020-05-26,580.40228,59.09977,0,7.968,10.1
2020-05-27,578.75613,58.93215,0,7.818,9.71
2020-05-28,577.5262,58.80691,0.1,11.191,9.1
2020-05-29,576.32014,58.6841,0.1,11.608,9.1
2020-05-30,575.22187,58.57227,0.1,12.531,9.2
2020-05-31,573.90801,58.43849,0,9.161,9.1
2020-06-01,572.73604,58.31915,0.1,11.511,9.1
2020-06-02,571.57559,58.20099,0,12.16,9.1
2020-06-03,570.88984,58.13116,1.7,16.103,9.1
2020-06-04,569.81405,58.02162,0,13.703,9.1
2020-06-05,569.22457,57.96159,7,19.315,9.1
2020-06-06,568.36139,57.8737,0.35,17.147,9.1
2020-06-07,570.04377,58.04501,28,45.158,9.1
2020-06-08,570.51512,58.093,0.1,28.073,6.15
2020-06-09,570.3639,58.07761,0.3,20.786,5.1
2020-06-10,570.41813,58.08313,1.9,22.357,5.1
2020-06-11,570.13908,58.05471,0.2,19.268,5.1
2020-06-12,569.2511,57.96429,0.1,14.649,6.95
2020-06-13,567.95514,57.83233,0.1,11.784,8.1
2020-06-14,567.08512,57.74374,0,13.805,8.1
2020-06-15,566.40492,57.67448,0,13.824,8.1
2020-06-16,565.36807,57.5689,0,11.567,8.13
2020-06-17,564.19398,57.44935,0,10.757,9.1
2020-06-18,563.08488,57.33641,0,12.46,9.1
2020-06-19,561.72584,57.19803,0,11.16,9.1
2020-06-20,560.19613,57.04227,0.1,13.114,9.1
2020-06-21,559.03287,56.92382,0,13.383,9.1
2020-06-22,557.56488,56.77434,0,9.548,9.1
2020-06-23,556.95619,56.71236,0,19.896,9.1
2020-06-24,555.57507,56.57173,0.1,11.644,9.1
2020-06-25,554.10825,56.42237,0,10.232,9.1
2020-06-26,552.96725,56.30618,1.8,14.715,9.1
2020-06-27,552.6152,56.27033,8.5,21.062,9.1
2020-06-28,554.06903,56.41837,24.2,38.618,7.9
2020-06-29,553.54214,56.36472,0.4,15.664,7.1
2020-06-30,552.92128,56.3015,0.3,14.981,6.46
2020-07-01,551.95824,56.20344,0.2,11.506,6.1
2020-07-02,551.23739,56.13004,2.6,13.465,6.1
2020-07-03,550.31432,56.03605,0,13.598,7.22
2020-07-04,549.26996,55.9297,0,13.124,8.1
2020-07-05,548.24451,55.82529,0.1,12.766,8.1
2020-07-06,547.18644,55.71755,0.15,11.376,8.1
2020-07-07,546.02708,55.5995,0,11.523,8.1
2020-07-08,544.81098,55.47567,0.1,11.11,8.1
2020-07-09,543.4829,55.34043,0.7,11.804,8.1
2020-07-10,542.21735,55.21157,0.4,9.259,8.1
2020-07-11,541.15105,55.10299,0.1,12.51,8.1
2020-07-12,540.00756,54.98655,0.1,9.619,8.1
2020-07-13,538.8217,54.8658,0,9.059,8.1
2020-07-14,537.77108,54.75882,0,11.627,8.1
2020-07-15,536.52206,54.63164,0,7.67,8.1
2020-07-16,535.40528,54.51793,0,8.517,8.1
2020-07-17,534.35427,54.41091,0,10.305,8.1
2020-07-18,533.10748,54.28395,0.1,9.589,8.14
2020-07-19,531.68434,54.13904,0.1,9.164,8.6
2020-07-20,530.41724,54.01002,0.2,10.682,9.22
2020-07-21,528.87121,53.85259,0,10.079,10.6
2020-07-22,527.55061,53.71812,0,11.274,10.6
2020-07-23,526.05726,53.56606,0,10.626,10.6
2020-07-24,524.28525,53.38562,0,8.159,10.6
2020-07-25,522.64739,53.21885,0,9.93,10.29
2020-07-26,521.00016,53.05112,0,7.774,10.1
2020-07-27,519.55991,52.90446,0,8.47,10.1
2020-07-28,518.02515,52.74818,0,7.333,9.24
2020-07-29,516.51016,52.59392,0,7.41,9.1
2020-07-30,515.17978,52.45845,2,9.001,9.1
2020-07-31,514.11413,52.34994,0,9.693,9.14
2020-08-01,512.95727,52.23214,0,11.797,9.6
2020-08-02,511.39069,52.07263,0,7.032,9.6
2020-08-03,510.02432,51.9335,0,8.777,9.6
2020-08-04,508.30115,51.75803,0,6.064,9.68
2020-08-05,506.43745,51.56826,0.05,5.371,10.6
2020-08-06,504.59167,51.38031,0.1,5.149,10.6
2020-08-07,502.80463,51.19835,0,5.883,10.6
2020-08-08,501.12003,51.02681,0,6.689,9.69
2020-08-09,499.53864,50.86579,0,8.726,11.1
2020-08-10,497.77018,50.68571,0,5.574,11.1
2020-08-11,495.7429,50.47928,0,4.98,11.1
2020-08-12,493.76672,50.27806,0,5.977,11.1
2020-08-13,491.7298,50.07065,0,4.751,11.1
2020-08-14,489.90808,49.88515,0,7.61,11.1
2020-08-15,488.06234,49.69721,0,7.92,11.1
2020-08-16,486.60271,49.54858,0,10.472,11.1
2020-08-17,485.4113,49.42726,8.3,10.288,11.1
2020-08-18,484.94913,49.3802,18.9,21.684,10.71
2020-08-19,484.44736,49.32911,2.3,18.881,7.88
2020-08-20,483.27914,49.21015,0,11.597,6.69
2020-08-21,482.4644,49.12719,1.2,13.841,6.6
2020-08-22,482.2164,49.10194,12.8,17.159,5.84
2020-08-23,481.64696,49.04396,0.9,15,5.6
2020-08-24,480.71912,48.94948,0,11.149,5.6
2020-08-25,479.47164,48.82245,0,9.412,5.74
2020-08-26,477.99247,48.67184,0,7.387,7.6
2020-08-27,476.78288,48.54867,0,10.66,7.83
2020-08-28,475.08081,48.37535,0,8.841,10.6
2020-08-29,473.58006,48.22254,0,10.945,10.6
2020-08-30,471.77807,48.03905,0,8.172,10.6
2020-08-31,470.31617,47.89019,0,10.281,10.6
2020-09-01,468.64623,47.72015,0,8.592,10.6
2020-09-02,466.69765,47.52173,0,6.078,11.08
2020-09-03,464.69036,47.31734,0,5.497,11.14
2020-09-04,462.71546,47.11625,0,7.905,11.6
2020-09-05,460.63412,46.90431,0,6.917,12.05
2020-09-06,458.56,46.69311,0,5.214,12.1
2020-09-07,456.50882,46.48425,0,5.967,12.1
2020-09-08,454.61441,46.29135,0,8.337,12.1
2020-09-09,452.43037,46.06896,0,5.343,12.1
2020-09-10,450.23211,45.84512,0,4.692,12.1
2020-09-11,447.95639,45.6134,0,4.789,12.1
2020-09-12,445.63988,45.37752,0,5.319,12.1
2020-09-13,443.18487,45.12753,0,4.052,12.1
2020-09-14,440.86171,44.89098,0,4.869,12.1
2020-09-15,438.56325,44.65693,0,4.613,12.1
2020-09-16,436.17855,44.41411,0,3.892,12.1
2020-09-17,433.70145,44.16188,0,3.331,12.1
2020-09-18,431.19909,43.90707,0,2.95,12.1
2020-09-19,428.78034,43.66078,0,3.362,12.1
2020-09-20,426.32514,43.41078,0.3,3.162,12.1
2020-09-21,424.15984,43.1903,0.35,2.809,12.1
2020-09-22,422.7173,43.04341,19.3,11.483,12.1
2020-09-23,421.02201,42.87079,2.2,7.251,10.78
2020-09-24,419.26178,42.69155,0,8.04,10.1
2020-09-25,417.08736,42.47014,0,3.402,9.76
2020-09-26,415.11535,42.26934,0,5.357,9.68
2020-09-27,413.23628,42.078,0,7.411,10.6
2020-09-28,411.29629,41.88046,0,6.343,10.6
2020-09-29,409.21812,41.66885,0,4.692,10.68
2020-09-30,407.08902,41.45205,0,5.33,11.64
2020-10-01,404.79045,41.218,0,5.035,12.1
2020-10-02,402.44322,40.97899,0.55,4.656,12.1
2020-10-03,399.92816,40.7229,0,4.149,12.1
2020-10-04,397.59417,40.48524,0.1,4.823,12.1
2020-10-05,395.48235,40.2702,0,4.052,12.1
2020-10-06,393.24483,40.04236,0,5.026,12.1
2020-10-07,390.88777,39.80235,0,3.97,12.1
2020-10-08,388.48414,39.5576,3,4.092,12.1
2020-10-09,386.59327,39.36506,7.3,9.421,13.06
2020-10-10,385.93339,39.29787,11.9,20.55,13.1
2020-10-11,383.90397,39.09122,0,7.364,12.41
2020-10-12,381.75493,38.8724,0,5.912,13.07
2020-10-13,379.42348,38.635,0,4.745,13.1
2020-10-14,377.06927,38.39528,0,5.447,13.1
2020-10-15,374.66136,38.15009,0,6.168,13.1
2020-10-16,372.78685,37.95922,4.5,9.979,12.59
2020-10-17,370.59444,37.73597,0.2,3.874,11.78
2020-10-18,368.54617,37.52741,0,4.569,11.6
2020-10-19,366.43972,37.31292,0,4.025,11.6
2020-10-20,364.8316,37.14917,14.9,11.296,11.6
2020-10-21,363.39446,37.00283,1.2,13.003,11.6
2020-10-22,361.63193,36.82336,0.1,9.301,11.6
2020-10-23,359.50332,36.60662,0,5.734,11.19
2020-10-24,357.567,36.40945,5.1,7.281,11.1
2020-10-25,355.6359,36.21281,1.2,9.097,11.1
2020-10-26,354.24626,36.07131,4.2,13.223,11.1
2020-10-27,351.96585,35.83911,0,4.407,11.1
2020-10-28,349.74061,35.61252,0,5.282,11.1
2020-10-29,347.5879,35.39332,0,5.453,11.1
2020-10-30,346.09021,35.24082,9.7,14.698,11.1
2020-10-31,344.67465,35.09668,8.9,12.979,10.8
2020-11-01,342.64401,34.88991,0.8,5.821,10.6
2020-11-02,340.7928,34.70141,0.3,8.793,10.6
2020-11-03,338.35748,34.45343,0,4.098,10.6
2020-11-04,336.25223,34.23906,0.05,7.574,10.6
2020-11-05,334.67494,34.07845,2.1,13.049,10.6
2020-11-06,332.37899,33.84467,0.1,4.892,10.6
2020-11-07,330.05377,33.6079,0,5.4,10.72
2020-11-08,327.2973,33.32722,0,2.282,12.1
2020-11-09,324.98996,33.09227,0,6.554,12.2
2020-11-10,323.06034,32.89579,8.4,12.444,12.1
2020-11-11,320.69683,32.65512,1.3,5.148,10.72
2020-11-12,320.10764,32.59513,14.9,24.393,9.97
2020-11-13,319.58944,32.54236,0.7,21.99,7.724
2020-11-14,319.13636,32.49623,2.1,19.152,5.76
2020-11-15,317.92981,32.37337,0,11.644,5.68
2020-11-16,316.88421,32.2669,0.4,15.313,6.6
2020-11-17,315.77742,32.1542,7.7,16.08,6.6
2020-11-18,317.81994,32.36218,22.6,50.595,6.6
2020-11-19,324.17014,33.0088,28,96.708,5.7
2020-11-20,327.03498,33.30051,3.2,54.128,4.44
2020-11-21,328.00007,33.39878,0,33.292,4.35
2020-11-22,327.6299,33.36109,0,19.818,4.35
2020-11-23,327.13154,33.31034,0,17.7,4.35
2020-11-24,326.13232,33.2086,0,12.105,4.68
2020-11-25,324.31065,33.0231,0,7.23,8.62
2020-11-26,322.39662,32.82821,0,8.984,11.26
2020-11-27,320.92237,32.67809,3.1,16.204,13.1
2020-11-28,319.06711,32.48918,0,12.24,13.1
2020-11-29,316.68365,32.24648,0,7.454,13.1
2020-11-30,315.06874,32.08204,8.4,16.073,13.1
2020-12-01,313.91984,31.96505,20,22.304,13.1
2020-12-02,312.89376,31.86057,2.1,20.656,9.13
2020-12-03,311.4441,31.71296,0.05,15.243,8.6
2020-12-04,309.99141,31.56504,1.6,16.184,8.6
2020-12-05,308.15428,31.37797,3.9,14.859,11.97
2020-12-06,307.46069,31.30735,7.7,27.095,12.1
2020-12-07,308.75459,31.4391,15.8,47.592,12.1
2020-12-08,313.51858,31.92419,23.6,88.248,10.19
2020-12-09,316.78036,32.25633,1.1,64.68,4.04
2020-12-10,318.62488,32.44415,1.5,48.85,3.6
2020-12-11,319.10916,32.49346,0,33.689,3.6
2020-12-12,319.32649,32.51559,5.1,30.12,3.6
2020-12-13,320.96404,32.68233,15,45.175,3.6
2020-12-14,323.1758,32.90755,11.4,52.095,4.56
2020-12-15,324.64512,33.05716,1,43.282,3.74
2020-12-16,327.81515,33.37995,10.55,64.001,3.6
2020-12-17,331.75651,33.78128,12.85,71.927,3.6
2020-12-18,334.61681,34.07253,6,59.876,3.6
2020-12-19,336.59894,34.27436,2.5,51.519,5.52
2020-12-20,338.32009,34.44962,2.3,49.212,5.6
2020-12-21,339.11531,34.5306,4.9,39.68,7.52
2020-12-22,340.41106,34.66254,7.2,46.973,8.56
2020-12-23,342.23577,34.84834,1.4,52.058,8.6
2020-12-24,343.17973,34.94446,0,42.674,8.6
2020-12-25,342.99674,34.92582,0.1,29.446,8.6
2020-12-26,342.71808,34.89745,0,26.3,8.6
2020-12-27,343.94649,35.02253,13.9,45.074,10.52
2020-12-28,347.08925,35.34255,21.7,65.668,8.88
2020-12-29,349.55249,35.59337,11.3,56.852,5.9
2020-12-30,353.41736,35.98691,20.7,69.897,2.974
2020-12-31,355.08684,36.1569,0,44.949,2.1
2021-01-01,355.77587,36.22707,0.85,32.264,1.82
2021-01-02,357.12638,36.36458,0.7,32.006,1.6
2021-01-03,357.8592,36.4392,0.2,25.53,4.49
2021-01-04,359.97679,36.65483,14.4,41.637,4.6
2021-01-05,361.13035,36.77229,0.4,32.903,4.6
2021-01-06,361.31627,36.79122,0,21.97,4.6
2021-01-07,362.95673,36.95826,9.4,40.038,4.6
2021-01-08,364.26777,37.09176,4.9,36.234,4.6
2021-01-09,366.18217,37.28669,3.3,41.485,4.6
2021-01-10,368.06658,37.47857,7.6,39.813,4.6
2021-01-11,374.66079,38.15003,37.3,93.758,4.6
2021-01-12,379.25727,38.61807,6.1,71.298,2.92
2021-01-13,382.34476,38.93246,7.3,51.934,1.68
2021-01-14,388.09523,39.518,21.5,82.901,1.6
2021-01-15,393.69788,40.08849,5.8,77.6,1.6
2021-01-16,401.43416,40.87625,18.1,104.738,1.6
2021-01-17,405.7403,41.31472,6.8,66.34,1.6
2021-01-18,408.64473,41.61047,2.9,49.198,1.6
2021-01-19,410.46846,41.79617,0,38.06,1.6
2021-01-20,412.1155,41.96388,1.9,35.376,1.6
2021-01-21,413.16902,42.07115,0.5,29.292,1.6
2021-01-22,413.80848,42.13627,1.4,23.42,1.6
2021-01-23,414.22094,42.17827,1.2,24.249,4.48
2021-01-24,414.78145,42.23534,1.7,27.386,7.01
2021-01-25,415.93393,42.35269,13.8,33.583,7.1
2021-01-26,416.5189,42.41226,4,27.482,7.1
2021-01-27,417.5664,42.51892,0.6,31.958,5.76
2021-01-28,417.82578,42.54533,8.2,23.925,5.6
2021-01-29,418.30834,42.59447,0.7,23.737,3.86
2021-01-30,418.45512,42.60941,0,18.224,3.6
2021-01-31,418.22665,42.58615,0,16.568,3.6
2021-02-01,418.89064,42.65376,4.9,28.275,5.53
2021-02-02,419.87337,42.75383,5,34.995,8
2021-02-03,420.8704,42.85535,8.15,39.593,8.1
2021-02-04,421.61335,42.931,0,31.63,8.1
2021-02-05,422.89121,43.06112,16.2,38.284,8.1
2021-02-06,432.78883,44.06895,35.9,135.332,6.13
2021-02-07,437.70931,44.56998,0,73.107,4.6
2021-02-08,439.97266,44.80045,0,43.659,4.6
2021-02-09,440.0872,44.81211,0.2,18.704,4.6
2021-02-10,440.45672,44.84974,0,22.973,4.6
2021-02-11,443.47949,45.15753,12.6,53.439,4.6
2021-02-12,445.87136,45.40109,10.4,44.831,3.6
2021-02-13,451.01009,45.92434,26.9,75.007,3.1
2021-02-14,456.18689,46.45147,12.7,74.676,3.1
2021-02-15,458.75615,46.71309,0.5,46.287,3.1
2021-02-16,460.86832,46.92816,0.3,39.567,3.1
2021-02-17,462.72435,47.11715,5.6,38.461,3.1
2021-02-18,464.73031,47.32141,10.1,38.25,2.55
2021-02-19,467.11163,47.56389,4.2,40.781,2.7
2021-02-20,468.14124,47.66873,0,30.837,4.85
2021-02-21,468.83425,47.7393,0,27.424,5.55
2021-02-22,469.90702,47.84853,1.2,32.276,8.1
2021-02-23,470.13134,47.87137,0,24.405,8.93
2021-02-24,469.8822,47.846,0,17.296,9.6
2021-02-25,469.99627,47.85762,4.85,23.235,9.6
2021-02-26,471.22729,47.98297,8.4,34.853,9.6
2021-02-27,473.54818,48.21929,11.4,46.677,7.92
2021-02-28,474.48676,48.31486,2.1,29.518,7.6
2021-03-01,476.19008,48.48831,0.4,38.904,7.6
2021-03-02,477.12651,48.58366,1.5,30.971,5.51
2021-03-03,477.05872,48.57676,0.3,19.024,5.1
2021-03-04,477.3248,48.60385,0,23.939,5.1
2021-03-05,477.81804,48.65407,6.2,22.902,5.1
2021-03-06,479.92255,48.86837,21.8,43.354,5.1
2021-03-07,484.36907,49.32114,26.3,67.169,5.1
2021-03-08,490.91685,49.98787,18.6,87.145,2.14
2021-03-09,495.94569,50.49993,4.3,71.023,1.6
2021-03-10,498.62825,50.77308,2.9,42.166,1.6
2021-03-11,499.70759,50.88299,0,27.032,1.6
2021-03-12,501.87106,51.10329,6.4,39.601,1.6
2021-03-13,502.91289,51.20937,0,26.639,1.6
2021-03-14,503.95353,51.31533,0,26.983,1.6
2021-03-15,505.69527,51.49269,11.6,39.186,6.07
2021-03-16,506.7791,51.60305,0.05,31.583,5.6
2021-03-17,507.45978,51.67236,0,26.914,5.6
2021-03-18,510.04997,51.93611,19.1,49.116,5.6
2021-03-19,512.17557,52.15255,7.7,41.732,2.95
2021-03-20,513.91115,52.32927,11.3,32.452,2.6
2021-03-21,515.19486,52.45999,0,30.945,2.6
2021-03-22,515.80223,52.52183,0.3,23.093,2.6
2021-03-23,516.23174,52.56557,0,20.809,2.6
2021-03-24,516.24892,52.56732,0,16.053,3.66
2021-03-25,516.16907,52.55919,0,17.174,5.6
2021-03-26,516.83491,52.62699,0,27.825,6.2
2021-03-27,516.64342,52.60749,0.2,21.59,9.1
2021-03-28,516.20504,52.56285,1.4,18.088,9.1
2021-03-29,517.93227,52.73873,3.9,42.557,9.1
2021-03-30,518.28961,52.77511,1.3,27.055,9.1
2021-03-31,518.81688,52.8288,6.7,28.127,9.1
2021-04-01,518.71803,52.81874,0,20.656,9.1
2021-04-02,518.02049,52.74771,0,14.673,9.14
2021-04-03,517.9124,52.7367,0,19.623,9.6
2021-04-04,517.27989,52.6723,0,12.575,9.6
2021-04-05,516.52274,52.5952,0,11.478,9.6
2021-04-06,516.07674,52.54979,0,16.197,9.6
2021-04-07,515.73582,52.51507,4.1,18.655,9.6
2021-04-08,515.57788,52.49899,0,18.314,9.6
2021-04-09,514.5346,52.39276,0,11.052,9.6
2021-04-10,514.02281,52.34064,0,17.23,9.6
2021-04-11,513.06834,52.24345,0.05,11.502,9.6
2021-04-12,512.11056,52.14593,0,12.657,9.6
2021-04-13,511.48216,52.08194,0,15.683,9.76
2021-04-14,510.64247,51.99644,0,14.399,11.6
2021-04-15,509.48519,51.8786,0,7.659,11.6
2021-04-16,508.3254,51.7605,0,10.991,11.6
2021-04-17,507.26523,51.65255,0,12.45,11.6
2021-04-18,506.25196,51.54937,1.4,13.835,11.6
2021-04-19,507.26121,51.65214,2.5,32.724,10.99
2021-04-20,507.45727,51.6721,0.1,23.636,10.6
2021-04-21,506.54044,51.57875,0.3,14.109,10.6
2021-04-22,506.10461,51.53437,0.2,15.127,10.6
2021-04-23,505.11073,51.43317,0,12.535,10.6
2021-04-24,504.13824,51.33414,0,9.786,10.6
2021-04-25,503.23427,51.2421,0,14.042,10.6
2021-04-26,502.53489,51.17088,0,14.436,10.6
2021-04-27,501.42753,51.05812,0.1,10.642,10.6
2021-04-28,501.14882,51.02974,0,18.901,10.6
2021-04-29,500.28647,50.94193,0.2,14.435,10.6
2021-04-30,499.02131,50.81311,0,8.904,10.6
2021-05-01,498.22596,50.73212,0,15.03,10.6
2021-05-02,497.00932,50.60824,0,9.999,10.6
2021-05-03,496.01506,50.507,0.15,12.258,10.73
2021-05-04,494.26057,50.32834,0.1,5.342,12.1
2021-05-05,492.80606,50.18024,0,8.708,12.1
2021-05-06,491.86465,50.08438,0,15.156,11.69
2021-05-07,490.19744,49.91461,0,5.694,11.6
2021-05-08,488.88242,49.78071,0,9.297,11.6
2021-05-09,487.5059,49.64055,0,9.649,11.6
2021-05-10,486.27168,49.51487,0,9.033,11.6
2021-05-11,484.81608,49.36665,0,6.658,11.6
2021-05-12,483.71699,49.25474,0,12.833,11.6
2021-05-13,484.25055,49.30907,20.1,31.328,11.6
2021-05-14,483.78422,49.26158,0,13.725,7.51
2021-05-15,483.37134,49.21954,0,13.851,7.1
2021-05-16,482.27197,49.1076,0.1,6.743,7.1
2021-05-17,481.22328,49.00081,0,9.074,7.1
2021-05-18,481.05346,48.98352,0,15.222,7.1
2021-05-19,480.34415,48.9113,0,11.425,7.1
2021-05-20,479.55516,48.83096,0,12.917,7.73
2021-05-21,478.66812,48.74063,0,10.306,9.1
2021-05-22,477.45904,48.61752,0.1,9.024,9.27
2021-05-23,476.73593,48.54389,8.3,16.597,11.1
2021-05-24,475.64203,48.4325,0.3,8.586,11.1
2021-05-25,474.97893,48.36498,0,13.389,11.1
2021-05-26,474.11764,48.27728,0.1,14.582,11.1
2021-05-27,472.80474,48.14359,0,9.74,11.1
2021-05-28,471.34927,47.99539,0,7.842,11.1
2021-05-29,469.9268,47.85054,0,8.267,11.1
2021-05-30,468.80944,47.73677,2.3,12.291,11.1
2021-05-31,468.31867,47.6868,5.7,18.601,11.1
2021-06-01,467.45243,47.59859,0.05,13.548,11.1
2021-06-02,466.41001,47.49245,0,10.768,10.39
2021-06-03,465.21597,47.37086,0,10.527,10.1
2021-06-04,463.93143,47.24006,0.1,9.268,10.1
2021-06-05,462.71707,47.11641,0,9.924,9.71
2021-06-06,461.46043,46.98845,0,9.616,10.1
2021-06-07,460.04539,46.84436,0,8.686,10.1
2021-06-08,458.92189,46.72996,0.3,10.487,10.1
2021-06-09,458.62344,46.69957,0.1,20.27,10.1
2021-06-10,457.69604,46.60514,0,11.083,10.1
2021-06-11,458.76623,46.71411,11.3,36.071,10.1
2021-06-12,458.44507,46.68141,0,19.956,10.1
2021-06-13,457.5181,46.58702,0,10.759,10.1
2021-06-14,456.31918,46.46494,0,9.687,10.1
2021-06-15,455.38392,46.36971,0,10.683,10.1
2021-06-16,454.20428,46.24959,0,9.212,10.1
2021-06-17,453.27514,46.15498,0,13.201,10.1
2021-06-18,451.95089,46.02014,0,5.233,10.14
2021-06-19,450.62583,45.88521,0,9.44,10.6
2021-06-20,450.0588,45.82747,0.9,15.519,10.6
2021-06-21,448.59231,45.67815,0.1,6.23,10.6
2021-06-22,448.25546,45.64385,6.6,19.692,10.43
2021-06-23,448.48676,45.6674,6.1,25.847,9.65
2021-06-24,447.45811,45.56266,0,7.684,9.35
2021-06-25,446.7824,45.49385,0,15.796,9.35
2021-06-26,445.53684,45.36702,0,8.511,9.35
2021-06-27,444.62256,45.27393,0.1,13.001,9.35
2021-06-28,443.64854,45.17475,0,8.513,9.35
2021-06-29,442.33879,45.04138,0.1,7.777,9.35
2021-06-30,441.71271,44.97763,0.3,14.658,9.41
2021-07-01,440.65251,44.86967,0.1,7.711,10.1
2021-07-02,439.39864,44.742,0,5.743,10.1
2021-07-03,438.14002,44.61384,0.1,5.115,10.16
2021-07-04,437.05882,44.50374,0,8.246,10.85
2021-07-05,435.82659,44.37827,0,10.135,10.85
2021-07-06,434.549,44.24818,0,6.784,10.85
2021-07-07,433.60834,44.1524,0,12.019,10.85
2021-07-08,432.70251,44.06016,0,10.128,10.85
2021-07-09,431.10777,43.89778,0,6.149,10.85
2021-07-10,429.90121,43.77492,0,9.832,10.85
2021-07-11,428.62509,43.64498,0,10.238,10.85
2021-07-12,427.60552,43.54116,0.1,9.63,10.85
2021-07-13,426.12585,43.39049,0,4.24,10.85
2021-07-14,424.54735,43.22976,0,6.647,10.85
2021-07-15,423.79653,43.15331,0,12.589,10.85
2021-07-16,422.43237,43.0144,0,8.703,10.87
2021-07-17,421.12814,42.8816,0,6.967,11.1
2021-07-18,419.92148,42.75873,0.1,11.084,11.1
2021-07-19,418.90229,42.65495,0,8.64,11.1
2021-07-20,417.42886,42.50491,0,7.507,11.1
2021-07-21,416.36431,42.39652,0,10.155,11.1
2021-07-22,415.18465,42.2764,0,7.119,11.1
2021-07-23,413.88611,42.14417,0,8.634,11.1
2021-07-24,412.61036,42.01427,0,6.991,11.1
2021-07-25,411.02036,41.85236,0,6.508,11.1
